,Name,Total Citations,h-index,5 year h-index,i10-index,5 year i10-index
300,"ABU-LAIL, NEHAL",2893,22,18,29,27
301,"DAVIS, WILLIAM",NA,NA,NA,NA,NA
302,"ROSE, GREGORY",3654,18,14,21,16
303,"ROBBINS, CHARLES",NA,NA,NA,NA,NA
304,"FIDEL, JANEAN",NA,NA,NA,NA,NA
305,"HABERMAN, MELVIN",NA,NA,NA,NA,NA
306,"DOPPA, JANARDHAN",466,15,13,17,16
307,"MATVEEV, KONSTANTIN",1162,16,13,28,15
308,"DESOUZA, CLEVERSON",NA,NA,NA,NA,NA
309,"SELLON, RANCE",NA,NA,NA,NA,NA
310,"GARNER, PHILIP",3951,32,14,59,21
311,"MARSTON, PHILIP",5968,43,23,142,63
312,"HARRISON, JOHN",4870,25,24,39,34
313,"DEPAEPE, JAMES",NA,NA,NA,NA,NA
314,"ARNAOUDOVA, VENERA",178,8,8,8,8
315,"HA, SU",4305,29,25,39,36
316,"BRADY, MICHAEL",NA,NA,NA,NA,NA
317,"KNOTT, LIBBY",NA,NA,NA,NA,NA
318,"RAJENDRAN, SATHYANARAYANAN",NA,NA,NA,NA,NA
319,"GEE, DAVID",NA,NA,NA,NA,NA
320,"GOODSTEIN, JERRY",NA,NA,NA,NA,NA
321,"KIRK, WILLIAM",NA,NA,NA,NA,NA
323,"BROWN, DAVID",NA,NA,NA,NA,NA
324,"HASAN, SYED",NA,NA,NA,NA,NA
325,"PROBST, TAHIRA",4913,32,27,51,43
326,"BLUME, DOERTE",NA,NA,NA,NA,NA
327,"CARBAUGH, ROBERT",NA,NA,NA,NA,NA
328,"HARSH, JAMES",NA,NA,NA,NA,NA
329,"TSEGAY, GOITOM",NA,NA,NA,NA,NA
330,"WALLACE, SCOTT",NA,NA,NA,NA,NA
331,"KRAMER, MARC",2015,25,22,28,24
332,"NETHERY, VINCENT",NA,NA,NA,NA,NA
333,"BRAVO, JESUS",NA,NA,NA,NA,NA
334,"MARSH, SUSAN",1212,20,16,30,25
335,"WALL, NATHALIE",492,11,9,14,9
336,"ENGELS, PETER",NA,NA,NA,NA,NA
337,"MAZUR, AMY",2678,22,12,39,20
338,"WILSON, THERESA",NA,NA,NA,NA,NA
339,"QUITADAMO, IAN",540,9,8,9,6
340,"RAGLE, CLAUDE",1545,25,12,44,17
341,"MCEWEN, JEAN-SABIN",1136,18,16,29,24
342,"SLAVIT, DAVID",NA,NA,NA,NA,NA
343,"WU, YINGHUI",1178,17,17,23,23
344,"ADESOPE, OLUSOLA",2197,16,16,25,24
345,"MUNSON, DORIS",NA,NA,NA,NA,NA
346,"GATES, GORDON",645,13,9,16,9
347,"ORAGUZIE, NNADOZIE",NA,NA,NA,NA,NA
348,"WENZ, JOHN",NA,NA,NA,NA,NA
349,"GHOSH, KOUSHIK",NA,NA,NA,NA,NA
350,"GOLDBERGER, JESSICA",344,11,9,14,8
351,"JOHANSEN, ANNE",NA,NA,NA,NA,NA
352,"SCHEPMAN, STEPHEN",NA,NA,NA,NA,NA
353,"SEKHAR, PRAVEEN",939,17,13,23,18
354,"DAVIS, WILLIAM",NA,NA,NA,NA,NA
355,"GABRIEL, ANTHONY",NA,NA,NA,NA,NA
356,"LEE, PAMELA",NA,NA,NA,NA,NA
357,"ZHU, MEIJUN",NA,NA,NA,NA,NA
358,"CONDON, WILLIAM",1086,15,10,20,10
359,"SINCLAIR, KAIMI",NA,NA,NA,NA,NA
360,"RICHARDS, CECILIA",2441,25,17,51,25
361,"KOSTYUKOVA, ALLA",1459,23,17,40,23
362,"LIND, SEAN",NA,NA,NA,NA,NA
363,"QUIRK, WAYNE",NA,NA,NA,NA,NA
364,"SANDERS, DEBRA",NA,NA,NA,NA,NA
365,"MOSHER, CLAYTON",NA,NA,NA,NA,NA
366,"FAN, XIAOHONG",NA,NA,NA,NA,NA
367,"FINLEY, SUSAN",1483,15,11,22,12
368,"GAY, JOHN",NA,NA,NA,NA,NA
369,"LIU, DAVID",1943,21,18,28,27
370,"RICHARDS, ROBERT",2162,25,16,46,22
371,"COWAN, BENJAMIN",228,6,6,5,5
372,"HUST, STACEY",629,13,10,15,11
373,"FOX, LAWRENCE",NA,NA,NA,NA,NA
374,"KNIRCK, JASON",NA,NA,NA,NA,NA
375,"HAJBABAIE, ALI",315,10,10,11,11
376,"NASSIRI, SOMAYEH",120,6,6,2,2
377,"BILOUS, PETER",NA,NA,NA,NA,NA
378,"STRAND, PAUL",748,15,9,21,6
379,"TEGEDER, MECHTHILD",NA,NA,NA,NA,NA
380,"MAZUR, URSULA",NA,NA,NA,NA,NA
381,"UMESH, UCHILA",NA,NA,NA,NA,NA
382,"IVORY, CORNELIUS",NA,NA,NA,NA,NA
383,"SAWYER, RICHARD",NA,NA,NA,NA,NA
384,"DAOUD, SAYED",1131,18,11,30,11
385,"EDWARDS, CHARLES",NA,NA,NA,NA,NA
386,"BROZIK, JAMES",894,12,10,19,10
387,"JAMES, PAUL",NA,NA,NA,NA,NA
388,"LARSON, PETER",NA,NA,NA,NA,NA
389,"LAUNIUS, MICHAEL",NA,NA,NA,NA,NA
390,"LOTFIFARD, SAEED",NA,NA,NA,NA,NA
391,"KEEGAN, ROBERT",NA,NA,NA,NA,NA
392,"SWENSEN, JOHN",256,8,8,7,6
393,"MCLARTY, DUSTIN",248,10,10,10,10
394,"SANZ, MACARENA",181,7,7,7,6
395,"KHOT, LAV",832,11,10,13,11
396,"BOYLE, PETER",NA,NA,NA,NA,NA
397,"DUTOIT, LINDSEY",NA,NA,NA,NA,NA
398,"LEE, YONG",NA,NA,NA,NA,NA
399,"KIM, DAE",1261,17,15,24,19
400,"CAVAGNETTO, ANDY",430,8,8,7,7
401,"EVERMANN, JAMES",NA,NA,NA,NA,NA
402,"REASONS, CHARLES",NA,NA,NA,NA,NA
403,"KATZ, JANET",NA,NA,NA,NA,NA
404,"KUCER, STEPHEN",NA,NA,NA,NA,NA
405,"HASELBACH, LIV",NA,NA,NA,NA,NA
406,"LUPTON, NATALIE",NA,NA,NA,NA,NA
407,"LEACHMAN, JACOB",480,8,7,6,4
408,"WIRTH, REX",NA,NA,NA,NA,NA
409,"JANSEN, HEIKO",2221,27,15,50,22
410,"CHI, CHRISTINA",3930,22,19,23,23
411,"HAINES, JILLIAN",NA,NA,NA,NA,NA
412,"SLOVAK, JENNIFER",NA,NA,NA,NA,NA
413,"BROWN, R",NA,NA,NA,NA,NA
414,"KE, KE",483,6,6,6,4
415,"CHRISTEN, KIMBERLY",NA,NA,NA,NA,NA
416,"CHEN, KUEN-REN",NA,NA,NA,NA,NA
417,"EGBERT, JOY",NA,NA,NA,NA,NA
418,"KARATSOREOS, ILIA",3662,31,29,44,43
419,"SRIVASTAVA, ANURAG",2761,28,22,68,51
420,"CARABEO, REY",1714,17,15,18,16
421,"MOORE, PATRICK",NA,NA,NA,NA,NA
422,"MORGAN, MARJORIE",NA,NA,NA,NA,NA
423,"SZENTIRMAI, EVA",1045,15,13,19,15
424,"BARRY, TAMMY",2524,21,17,25,21
425,"SHERVAIS, STEPHEN",NA,NA,NA,NA,NA
426,"WANG, LEI",NA,NA,NA,NA,NA
427,"BAKER, TIMOTHY",NA,NA,NA,NA,NA
428,"CROWDER, DAVID",2569,24,19,41,32
429,"LEWIS, ROBERT",632,10,6,10,4
430,"BANKHEAD, TROY",NA,NA,NA,NA,NA
431,"MILLER, JOHN",NA,NA,NA,NA,NA
432,"KAPAS, LEVENTE",3174,35,12,55,18
433,"DHINGRA, AMIT",3816,23,19,38,33
434,"CHOWDHURY, INDRANIL",1005,16,16,16,16
435,"INGLIS, DEBRA",NA,NA,NA,NA,NA
436,"NELSON, LONNIE",689,12,11,13,12
437,"KLYVE, DOMINIC",175,8,7,5,2
438,"ASAKI, THOMAS",NA,NA,NA,NA,NA
439,"JOBSON, B",3171,31,22,45,36
440,"PETERSON, JEFFERY",270,9,8,9,8
441,"PETRIE, JOHN",189,6,6,4,3
442,"EVANS, RAYMOND",NA,NA,NA,NA,NA
443,"ROSS, CAROLYN",1967,26,22,48,44
444,"DAVENPORT, JOAN",NA,NA,NA,NA,NA
445,"CLOWERS, BRIAN",2873,27,22,40,36
446,"OMSLAND, ANDERS",NA,NA,NA,NA,NA
447,"RIDOUT, TRAVIS",1710,21,18,29,28
448,"COLLINS, GARY",1148,19,7,41,3
449,"HACKENBERGER, STEVEN",NA,NA,NA,NA,NA
450,"BISHOP, JOHN",3169,21,13,26,19
451,"JOO, SEONG-JONG",NA,NA,NA,NA,NA
452,"KARACOLAK, TUTKU",NA,NA,NA,NA,NA
453,"SIVAKUMAR, KRISHNAMOORTHY",2777,24,12,40,16
454,"BELZER, BENJAMIN",NA,NA,NA,NA,NA
455,"BRAUNSTEIN, LORI",NA,NA,NA,NA,NA
456,"MONOSKY, KEITH",NA,NA,NA,NA,NA
457,"WASSELL, CHARLES",NA,NA,NA,NA,NA
458,"PRICE, PAULA",180,6,5,6,4
459,"SIPIC, TONI",NA,NA,NA,NA,NA
460,"VARNUM, MICHAEL",NA,NA,NA,NA,NA
461,"WANG, DAVID",NA,NA,NA,NA,NA
462,"ERNST-SLAVIT, G",NA,NA,NA,NA,NA
463,"LEWIS, KAREN",NA,NA,NA,NA,NA
464,"PORTOLESE, LAURA",NA,NA,NA,NA,NA
465,"ARMSTRONG, LIAHNA",NA,NA,NA,NA,NA
466,"GRUEN, JASON",NA,NA,NA,NA,NA
467,"BROSEMER, RONALD",NA,NA,NA,NA,NA
468,"BAILEY, RACHEL",219,7,7,4,4
469,"CUMMINGS, BOBBY",NA,NA,NA,NA,NA
470,"ZINKE, ROBERT",NA,NA,NA,NA,NA
471,"CARTER, PATRICK",NA,NA,NA,NA,NA
472,"SZELIGA, WALTER",974,13,12,18,14
473,"BHUTA, PRAKASH",NA,NA,NA,NA,NA
474,"FITZGERALD, CYNTHIA",NA,NA,NA,NA,NA
475,"GOMULKIEWICZ, RICHARD",6049,35,27,54,44
476,"PIGEON, NANCY",NA,NA,NA,NA,NA
477,"ENGDAHL, NICHOLAS",NA,NA,NA,NA,NA
478,"LUBINSKI, PATRICK",359,9,8,8,6
479,"OLIVERO, J",NA,NA,NA,NA,NA
480,"TOMSOVIC, STEVEN",4106,30,14,55,24
481,"BLACK, A",NA,NA,NA,NA,NA
482,"GAOLACH, BRADLEY",467,6,5,4,3
483,"O'CONNELL, MARGARET",NA,NA,NA,NA,NA
484,"SHIPLEY, LISA",NA,NA,NA,NA,NA
485,"SHAH, DEVENDRA",1212,19,16,28,24
486,"BAKER, DANA",NA,NA,NA,NA,NA
487,"BROWN, REBECCA",NA,NA,NA,NA,NA
488,"MORRISON, JUDITH",NA,NA,NA,NA,NA
489,"ALVIN, BARBARA",NA,NA,NA,NA,NA
490,"HANSEN, CHRISTIAN",NA,NA,NA,NA,NA
491,"PETERS, JAMES",NA,NA,NA,NA,NA
492,"BARBOSA-LEIKER, CELESTINA",NA,NA,NA,NA,NA
493,"BARRY, CHRISTOPHER",4626,25,25,34,34
494,"ROBERTS, STEVEN",NA,NA,NA,NA,NA
495,"CHOUINARD, HAYLEY",NA,NA,NA,NA,NA
496,"PICHARDO, NELSON",NA,NA,NA,NA,NA
497,"KERR, SUSAN",NA,NA,NA,NA,NA
498,"PORTER, STEPHANIE",442,11,10,12,10
499,"BOHRSON, WENDY",NA,NA,NA,NA,NA
500,"MADLEM, MELODY",NA,NA,NA,NA,NA
501,"KARIER, THOMAS",NA,NA,NA,NA,NA
502,"MILES, CAROL",NA,NA,NA,NA,NA
503,"JERATH, KSHITIJ",63,4,4,2,1
504,"WANG, FEN",NA,NA,NA,NA,NA
505,"CONNOLE, HEIDI",NA,NA,NA,NA,NA
506,"DJATEJ, ARSEN",NA,NA,NA,NA,NA
507,"NELSON, TAMARA",1165,15,13,17,14
508,"PRESTON, JOHN",NA,NA,NA,NA,NA
509,"STOHR, MARY",1404,18,11,27,16
510,"CASSEY, ANDREW",NA,NA,NA,NA,NA
511,"WANG, ZHENJIA",NA,NA,NA,NA,NA
512,"GALINATO, GREGMAR",NA,NA,NA,NA,NA
513,"MO, CHANGKI",618,12,11,16,12
514,"TAN, HUA",518,13,11,16,12
515,"HILDENBRAND, KASEE",NA,NA,NA,NA,NA
516,"MORGAN, MICHAEL",3995,36,19,78,46
517,"MUNCH-ROTOLO, THOMAS",NA,NA,NA,NA,NA
518,"SHELDEN, ERIC",NA,NA,NA,NA,NA
519,"LIMPAPHAYOM, WANTHANEE",NA,NA,NA,NA,NA
520,"WHERLAND, SCOT",NA,NA,NA,NA,NA
521,"YAN, JIA",1494,13,12,14,13
522,"YOON, BANG-SOON",NA,NA,NA,NA,NA
523,"LIU, JIN",652,14,13,17,14
524,"OURSLAND, MARK",NA,NA,NA,NA,NA
525,"WAYMAN, GARY",6989,38,26,51,43
526,"GRINDER, BRIAN",NA,NA,NA,NA,NA
527,"LONG, SEAN",903,15,15,20,19
528,"POTTER, NANCY",614,12,10,14,11
529,"SAUNDERS, STEVEN",221,9,8,7,7
530,"FREMIER, ALEXANDER",972,17,15,24,21
531,"PLUGGE, PHILIP",NA,NA,NA,NA,NA
532,"MUTSCHLER, CHARLES",NA,NA,NA,NA,NA
533,"VADYVALOO, VIVEKA",NA,NA,NA,NA,NA
534,"CLAAR, CHESTER",NA,NA,NA,NA,NA
535,"FINNIE, SCOTT",NA,NA,NA,NA,NA
536,"VILLARINO, NICOLAS",NA,NA,NA,NA,NA
537,"BERTELSON, CATHERINE",NA,NA,NA,NA,NA
538,"LEE, RAYMOND",NA,NA,NA,NA,NA
539,"GOZEN, BULENT",327,8,8,8,8
540,"SMART, DENISE",NA,NA,NA,NA,NA
541,"CHASTAGNER, GARY",NA,NA,NA,NA,NA
542,"GRIGAR, RUDYNE",NA,NA,NA,NA,NA
543,"JANDHYALA, VENKATA",NA,NA,NA,NA,NA
544,"LOFGREN, ERIC",987,12,11,12,11
545,"GERSH, MERYL",NA,NA,NA,NA,NA
546,"LAPIER, TANYA",NA,NA,NA,NA,NA
547,"SRIKUMARAN, SUBRAMANIAM",NA,NA,NA,NA,NA
548,"WALKER, BRENDAN",1527,20,16,27,22
549,"WATERS, TIMOTHY",NA,NA,NA,NA,NA
550,"SCHWARTZ, JENNIFER",1038,14,14,16,14
551,"ZHANG, ZHIWU",7680,26,22,49,46
552,"GABRIEL, KARA",NA,NA,NA,NA,NA
553,"DANG, ZHE",993,17,10,33,12
554,"MERCIER, LAURIE",NA,NA,NA,NA,NA
555,"ANDONIE, RAZVAN",541,13,7,18,5
556,"WOLFF, JOHN",3871,40,23,79,58
557,"HINDMAN, DOUGLAS",870,13,10,13,11
558,"HAMILTON, ZACHARY",NA,NA,NA,NA,NA
559,"WALKER, SHARRYN",NA,NA,NA,NA,NA
560,"PRIEUR, DAVID",NA,NA,NA,NA,NA
561,"ZHOU, DUANNING",NA,NA,NA,NA,NA
562,"COONEY, VANCE",NA,NA,NA,NA,NA
563,"VILA, BRYAN",2086,25,20,43,28
564,"COX, ANNE",NA,NA,NA,NA,NA
565,"PEIXOTO, LUCIA",638,11,11,11,11
566,"SONG, MIN",2433,14,13,16,16
567,"LI, HAIJUN",1783,24,17,41,23
568,"PURATH, JANET",NA,NA,NA,NA,NA
569,"DARDA, DAVID",NA,NA,NA,NA,NA
570,"LAKATOS, STEPHEN",NA,NA,NA,NA,NA
571,"MANSON, JAMIE",NA,NA,NA,NA,NA
572,"COOPER, SANDRA",NA,NA,NA,NA,NA
573,"FELLMAN, JOHN",NA,NA,NA,NA,NA
574,"TAKEI, HIDEKI",NA,NA,NA,NA,NA
575,"ATKINSON, MARYANNE",NA,NA,NA,NA,NA
576,"JACKSON, NICK",NA,NA,NA,NA,NA
577,"VIEBROCK, MARGARET",NA,NA,NA,NA,NA
578,"WINKLE, SALLY",NA,NA,NA,NA,NA
579,"HOUSER, BRIAN",NA,NA,NA,NA,NA
580,"RUOTSALAINEN, ROBERT",NA,NA,NA,NA,NA
581,"SEN, ACHIN",NA,NA,NA,NA,NA
582,"ISLAM-ZWART, KAYLEEN",NA,NA,NA,NA,NA
583,"RODRIGUEZ-MAREK, ESTEBAN",NA,NA,NA,NA,NA
584,"HAWK, SUSAN",NA,NA,NA,NA,NA
585,"EKLUND, ANDREA",NA,NA,NA,NA,NA
586,"SCHWAB, SUZANNE",NA,NA,NA,NA,NA
587,"SHAN, BIN",1635,21,18,41,36
588,"SMITH, SUZANNE",NA,NA,NA,NA,NA
589,"TRUMPY, ROBERT",NA,NA,NA,NA,NA
590,"MEGAARD, SUSAN",NA,NA,NA,NA,NA
591,"XUN, LUYING",NA,NA,NA,NA,NA
592,"HUERTA, AUDREY",713,14,12,18,15
593,"SUN, JINGRU",NA,NA,NA,NA,NA
594,"D'ACQUISTO, LEONARDO",NA,NA,NA,NA,NA
595,"HOOVER, AMY",52,4,2,1,1
596,"LI, WEIMIN",NA,NA,NA,NA,NA
597,"JAMES, E",NA,NA,NA,NA,NA
598,"HUMMEL, RITA",NA,NA,NA,NA,NA
599,"MCRAE, ROBIN",NA,NA,NA,NA,NA
600,"COELHO, ALAN",NA,NA,NA,NA,NA
601,"ROALSON, ERIC",2881,32,23,65,50
602,"DEMISSIE, YONAS",NA,NA,NA,NA,NA
603,"BLUME, ARTHUR",3104,28,18,45,29
604,"HARBAUGH, JOHN",NA,NA,NA,NA,NA
605,"MATHIAS, KIRK",NA,NA,NA,NA,NA
606,"DOUTRICH, DAWN",NA,NA,NA,NA,NA
607,"HOGAN, GERARD",NA,NA,NA,NA,NA
608,"LEE, JEFF",NA,NA,NA,NA,NA
609,"MCMAHON, JEFFREY",3571,25,24,30,28
610,"MURPHY, SEAN",NA,NA,NA,NA,NA
611,"DONDJI, BLAISE",NA,NA,NA,NA,NA
612,"GADDAMEEDHI, SHOBHAN",551,13,11,13,11
613,"LUTZE, FAITH",775,16,11,19,12
614,"PATTEN, KIM",NA,NA,NA,NA,NA
615,"ROJE, SANJA",3434,19,14,25,22
616,"SANKARAN, SINDHUJA",1721,19,17,24,24
617,"WATTS, JENNIFER",4480,27,24,33,33
618,"WIELGUS, ROBERT",NA,NA,NA,NA,NA
619,"STAFFORD, JEFFREY",NA,NA,NA,NA,NA
620,"YIN, HONG-MING",2341,25,14,61,27
621,"PASCAL, VINCENT",NA,NA,NA,NA,NA
622,"MOULTON, CURTIS",NA,NA,NA,NA,NA
623,"WEN, HAIFANG",NA,NA,NA,NA,NA
624,"BURNHAM, TIM",NA,NA,NA,NA,NA
625,"DIAZ, ANTHONY",NA,NA,NA,NA,NA
626,"JOHNSON, MONICA",7353,37,30,51,42
627,"MCMULLIN-MESSIER, PAMELA",15,2,0,1,0
628,"NDEGWA, PIUS",2821,25,18,43,27
629,"TERPSTRA, DAVID",4058,26,14,41,22
630,"COOPER, BRITTANY-LEIGH",NA,NA,NA,NA,NA
631,"JOHNSON, ERIC",1107,9,8,9,8
632,"PINKART, HOLLY",NA,NA,NA,NA,NA
633,"BURNS, G",4054,34,21,78,47
634,"KOVALERCHUK, BORIS",NA,NA,NA,NA,NA
635,"PIOVIA-SCOTT, JONAH",597,12,12,16,15
636,"VANDAM, MARK",193,7,7,5,5
637,"BANASIK, JACQUELYN",NA,NA,NA,NA,NA
638,"BRODY, DAVID",NA,NA,NA,NA,NA
639,"MABRY, LINDA",NA,NA,NA,NA,NA
640,"BOYD, BRENDA",NA,NA,NA,NA,NA
641,"SPYBROOK, JANET",NA,NA,NA,NA,NA
642,"PICKETT, JOHN",NA,NA,NA,NA,NA
643,"STIMSON, WILLIAM",NA,NA,NA,NA,NA
644,"GOODMAN, ALAN",1120,13,12,14,12
645,"GU, YI",NA,NA,NA,NA,NA
646,"MEMON, MUSHTAQ",NA,NA,NA,NA,NA
647,"THOMSON, JENNIFER",605,10,7,10,5
648,"HOOVER, TRACEY",NA,NA,NA,NA,NA
649,"WARD, PAUL",NA,NA,NA,NA,NA
650,"KELLER, SARAH",NA,NA,NA,NA,NA
651,"KRAUSE, JACLYN",41,4,4,1,1
652,"SCHREYER, LYNN",1429,21,13,27,18
653,"STEINER, HENRY-YORK",NA,NA,NA,NA,NA
654,"TAYLOR, CAROL",NA,NA,NA,NA,NA
655,"SHIER, DAVID",NA,NA,NA,NA,NA
656,"DAVIS, ANDRA",NA,NA,NA,NA,NA
657,"BARLOW, KATHLEEN",NA,NA,NA,NA,NA
658,"KOH, MIN-SUNG",NA,NA,NA,NA,NA
659,"LANIGAN, JANE",NA,NA,NA,NA,NA
660,"STODDARD, CODY",NA,NA,NA,NA,NA
661,"WILLIAMS, WILLIAM",NA,NA,NA,NA,NA
662,"JOHNSTON, WILLIAM",NA,NA,NA,NA,NA
663,"MARTIN, THERESA",NA,NA,NA,NA,NA
664,"NEMETZ-MILLS, PATRICIA",NA,NA,NA,NA,NA
665,"PARKER, LOUISE",NA,NA,NA,NA,NA
666,"TIPTON, ELIZABETH",NA,NA,NA,NA,NA
667,"WORTHEY, GUY",NA,NA,NA,NA,NA
668,"EL-ALAYLI, AMANI",348,8,7,8,6
669,"WHELAN, MICHAEL",NA,NA,NA,NA,NA
670,"HARBERTSON, JAMES",2242,24,21,32,28
671,"BETZ, DREW",NA,NA,NA,NA,NA
672,"KHAPALOV, ALEXANDER",1579,23,14,41,31
673,"SIEGEL, CAROL",NA,NA,NA,NA,NA
674,"MOYER, MICHELLE",118,6,5,2,2
675,"POTTER, KATHLEEN",NA,NA,NA,NA,NA
676,"EVANS, MARC",NA,NA,NA,NA,NA
677,"GOUCHER, CANDICE",NA,NA,NA,NA,NA
678,"KNOWLES, DONALD",NA,NA,NA,NA,NA
679,"RHOADES, KIMBERLY",NA,NA,NA,NA,NA
680,"WRIGHT, SUE",NA,NA,NA,NA,NA
681,"ANTON, DANIEL",NA,NA,NA,NA,NA
682,"IRWIN, JASON",NA,NA,NA,NA,NA
683,"EHRLINGER, JOYCE",2531,16,14,18,17
684,"WISE, MARY",NA,NA,NA,NA,NA
685,"CALLAGHAN, PATRICIA",NA,NA,NA,NA,NA
686,"SWINEFORD, LAUREN",225,5,5,4,4
687,"SMERTENKO, ANDRII",NA,NA,NA,NA,NA
688,"BLACK, CHRISTINE",NA,NA,NA,NA,NA
689,"TAN, LI",NA,NA,NA,NA,NA
690,"OLSEN, ROBERT",NA,NA,NA,NA,NA
691,"SEVERTSEN, BILLIE",NA,NA,NA,NA,NA
692,"DEEN, MARY",NA,NA,NA,NA,NA
693,"GHANDI, MONA",NA,NA,NA,NA,NA
694,"GOLDBERG, CAREN",2691,20,18,32,24
695,"JACROUX, MICHAEL",NA,NA,NA,NA,NA
696,"JAMES, LOIS",1032,8,8,8,8
697,"RICHTER, DONALD",NA,NA,NA,NA,NA
698,"MANCINI, ROCK",NA,NA,NA,NA,NA
699,"PEREZ, MARK",NA,NA,NA,NA,NA
700,"CARPENTER-BOGGS, LYNNE",1994,22,18,29,26
701,"DURFEE, JASON",NA,NA,NA,NA,NA
702,"HICKEY, ROBERT",NA,NA,NA,NA,NA
703,"SMITH, GRANT",NA,NA,NA,NA,NA
704,"LI, CHARLES",NA,NA,NA,NA,NA
705,"SHISHANI, KAWKAB",4055,15,13,20,20
706,"KALCSITS, LEE",252,8,7,5,4
707,"KUNZ, HANS",NA,NA,NA,NA,NA
708,"TANNER, BERTRAND",NA,NA,NA,NA,NA
709,"WARREN, STACY",NA,NA,NA,NA,NA
710,"DILLON, ROBERT",1569,18,15,21,19
711,"JONES, KIM",NA,NA,NA,NA,NA
712,"KIEFER, DEAN",NA,NA,NA,NA,NA
713,"KING, C",1761,22,15,46,24
714,"GRENIER-WINTHER, JOAN",NA,NA,NA,NA,NA
715,"PEDROW, PATRICK",NA,NA,NA,NA,NA
716,"ZHAO, XINGHUI",NA,NA,NA,NA,NA
717,"CHUEH, CHIN-MEI",NA,NA,NA,NA,NA
718,"COLLINS, DOUGLAS",NA,NA,NA,NA,NA
719,"HANLY, MICHAEL",NA,NA,NA,NA,NA
720,"WYRICK, JOHN",NA,NA,NA,NA,NA
721,"LIN, CEN-TSONG",NA,NA,NA,NA,NA
722,"WARD, LINDA",NA,NA,NA,NA,NA
723,"CHASE, MATTHEW",NA,NA,NA,NA,NA
724,"HUGHES, CRAIG",21,2,2,1,0
725,"PIMOMO, PAULUS",NA,NA,NA,NA,NA
726,"BROWN, THOMAS",NA,NA,NA,NA,NA
727,"PETERSEN, NAOMI",53,4,3,3,0
728,"HENNESSY, JUDITH",NA,NA,NA,NA,NA
729,"SHIELDS, PETER",503,12,6,16,0
730,"SOLOVITZ, STEPHEN",NA,NA,NA,NA,NA
731,"VIXIE, KEVIN",NA,NA,NA,NA,NA
732,"WANDSCHNEIDER, P",920,15,10,19,10
733,"WILSON, DALE",NA,NA,NA,NA,NA
734,"CANADA, DANIEL",NA,NA,NA,NA,NA
735,"GENTLE, RONALD",NA,NA,NA,NA,NA
736,"NIEVERGELT, YVES",NA,NA,NA,NA,NA
737,"FITTSCHEN, URSULA",NA,NA,NA,NA,NA
738,"OKERE, GEORGE",NA,NA,NA,NA,NA
739,"RIVERA, DION",NA,NA,NA,NA,NA
740,"BUSCH, JEREMIAH",1128,17,13,24,21
741,"MORENO, STELLA",NA,NA,NA,NA,NA
742,"SHERMAN, JENNIFER",508,9,8,9,8
743,"VICTOR, PAUL",NA,NA,NA,NA,NA
744,"COLLINS, BRIAN",3276,18,16,23,20
745,"KELLEY, JOANNA",7447,19,18,30,28
746,"MASBERG, BARBARA",NA,NA,NA,NA,NA
747,"SINEKOPOVA, GALINA",NA,NA,NA,NA,NA
748,"AMOS, YUKARI",100,4,4,2,2
749,"BONDADA, BHASKAR",NA,NA,NA,NA,NA
750,"FORBES, MICHAEL",NA,NA,NA,NA,NA
751,"LONG, CAROLYN",NA,NA,NA,NA,NA
752,"PANCHENKO, ALEXANDER",NA,NA,NA,NA,NA
753,"BARALE, KAREN",NA,NA,NA,NA,NA
754,"GUNDERSON, DAVID",NA,NA,NA,NA,NA
755,"LEFKOWITZ, NATALIE",NA,NA,NA,NA,NA
756,"SVINGEN, ORLAN",NA,NA,NA,NA,NA
757,"KUBER, PAUL",NA,NA,NA,NA,NA
758,"PRINGLE, CHARLES",NA,NA,NA,NA,NA
759,"BANERJEE, SOUMIK",477,13,12,17,15
760,"ROSS, MOLLY",NA,NA,NA,NA,NA
761,"SHULTZ, JILL",NA,NA,NA,NA,NA
762,"SUTTON, MATTHEW",NA,NA,NA,NA,NA
763,"CLARIDGE, AMY",NA,NA,NA,NA,NA
764,"MCNEILL, BRIAN",2733,22,13,28,17
765,"NEW, LESLIE",438,12,11,14,13
766,"OTT, HAL",NA,NA,NA,NA,NA
767,"PEDNEAULT, AMELIE",NA,NA,NA,NA,NA
768,"QUINLAN, ROBERT",2606,25,20,32,26
769,"TSATSOMEROS, MICHAEL",1128,19,12,34,17
770,"BLOODSWORTH-LUGO, MARY",NA,NA,NA,NA,NA
771,"MCGUIRE, ANDREW",261,6,5,5,3
772,"MCINTYRE, JENIFER",560,12,11,12,11
773,"WANG, SUSAN",NA,NA,NA,NA,NA
774,"CHI, TING",436,11,10,13,10
775,"THOMAS-BRADLEY, CARIN",NA,NA,NA,NA,NA
776,"BATINA, RAYMOND",NA,NA,NA,NA,NA
777,"WATTAM, DONALD",NA,NA,NA,NA,NA
778,"KALANTARI, SALEH",NA,NA,NA,NA,NA
779,"PEABODY, SUSAN",718,10,7,10,6
780,"WINUTHAYANON, WIPAWEE",347,8,8,8,8
781,"DEVETTER, LISA",NA,NA,NA,NA,NA
782,"HODGMAN, LAURA",NA,NA,NA,NA,NA
783,"ZHANG, XUECHEN",410,10,9,10,9
784,"HINDMAN, ELIZABETH",NA,NA,NA,NA,NA
785,"ORR, LEONARD",NA,NA,NA,NA,NA
